ID;Datum;Temperatur;Luftfeuchtigkeit;Arbeiter;Sensor1;Sensor2;Sensor3;Sensor4;Sensor5;Sensor6;Sensor7;Sensor8;Sensor9;Sensor10;Sensor11;Sensor12;Sensor13;Sensor14;Sensor15;Zeit seit letztem Ausfall (Stunden);Ausfall
607;06.09.2020 09:00;62;88;Arbeiter3;1134;1;0;1169;714;720;1453;1439;587;1701;288;761;280;1605;1918;47;Nein
608;06.09.2020 10:00;60;88;Arbeiter3;1439;0;2;1234;1202;716;1973;317;1098;1632;1506;1836;806;980;1311;48;Nein
609;06.09.2020 11:00;61;86;Arbeiter3;1010;3;1;789;534;1021;1964;1815;1079;1065;1524;1878;1560;891;890;49;Nein
610;06.09.2020 12:00;68;79;Arbeiter3;1785;0;2;422;1574;1826;1010;548;1621;1587;270;1165;985;1923;1481;50;Ja
611;06.09.2020 13:00;66;89;Arbeiter3;159;2;0;352;1271;1695;656;725;1900;1693;1452;301;1808;1841;665;1;Nein
612;06.09.2020 14:00;66;94;Arbeiter3;1628;0;1;386;369;1064;1928;291;464;706;608;1434;1156;209;975;2;Nein
613;06.09.2020 15:00;66;83;Arbeiter3;971;2;2;489;1288;2004;582;196;1155;295;1581;375;234;637;1072;3;Nein
614;06.09.2020 16:00;67;85;Arbeiter5;1160;2;1;1449;1412;848;446;200;1005;563;797;1108;930;976;1906;4;Nein
615;06.09.2020 17:00;60;89;Arbeiter5;1556;0;1;314;1610;1483;1442;1223;1872;1632;637;237;229;1118;811;5;Nein
616;06.09.2020 18:00;64;92;Arbeiter5;1173;3;0;169;412;604;1887;1353;1935;1328;973;1041;784;1896;1264;6;Nein
617;06.09.2020 19:00;64;92;Arbeiter5;1020;3;0;192;532;487;308;352;418;689;373;1076;1192;1591;163;7;Nein
618;06.09.2020 20:00;66;83;Arbeiter5;974;3;1;228;1988;2004;157;1896;1256;445;699;845;1448;1388;1115;8;Nein
619;06.09.2020 21:00;67;82;Arbeiter5;1079;2;2;1380;1433;1248;1010;470;1611;1013;1845;1110;1612;1582;515;9;Nein
620;06.09.2020 22:00;61;89;Arbeiter5;363;3;1;481;558;624;533;1566;1995;227;541;214;1978;1312;511;10;Nein
621;06.09.2020 23:00;68;90;Arbeiter5;381;2;0;1319;842;774;507;996;1160;1591;1103;1380;1801;1953;483;11;Nein
622;07.09.2020 00:00;61;85;Arbeiter2;1028;0;2;1328;1983;1761;300;1657;1749;913;590;1446;829;833;944;12;Nein
623;07.09.2020 01:00;63;95;Arbeiter2;543;0;1;166;675;1965;1855;338;1598;1127;197;1775;266;178;1911;13;Nein
624;07.09.2020 02:00;65;82;Arbeiter2;1300;1;0;1996;1933;1849;1152;1622;696;325;1676;1642;1474;334;311;14;Nein
625;07.09.2020 03:00;66;93;Arbeiter2;1631;1;2;1207;1291;347;1740;1997;740;506;647;673;1653;1509;379;15;Nein
626;07.09.2020 04:00;66;92;Arbeiter2;1492;1;2;1470;949;352;1853;1350;1637;1628;1928;572;1355;1261;1376;16;Nein
627;07.09.2020 05:00;67;95;Arbeiter2;541;2;0;1263;1493;954;406;985;1349;308;1081;548;680;1831;912;17;Nein
628;07.09.2020 06:00;66;93;Arbeiter2;909;1;2;1200;588;1725;1279;614;1239;1263;1687;878;1093;1606;1835;18;Nein
629;07.09.2020 07:00;63;95;Arbeiter2;234;0;1;1614;1995;1700;1428;566;403;775;645;1488;1525;1343;252;19;Nein
630;07.09.2020 08:00;64;88;Arbeiter4;1780;1;2;1774;1062;1255;1445;530;872;1022;741;1131;1621;1814;550;20;Nein
631;07.09.2020 09:00;65;93;Arbeiter4;193;2;1;1871;1473;760;298;577;1832;1023;1212;1098;250;704;1371;21;Nein
632;07.09.2020 10:00;68;83;Arbeiter4;201;0;1;317;1231;1813;582;542;1111;1631;1074;1448;1292;1328;226;22;Nein
633;07.09.2020 11:00;66;82;Arbeiter4;818;1;2;1747;1416;1348;220;837;1557;190;654;883;1172;1382;599;23;Nein
634;07.09.2020 12:00;64;82;Arbeiter4;709;2;0;1462;1082;1770;1134;623;588;1442;972;1900;861;1945;1913;24;Nein
635;07.09.2020 13:00;63;87;Arbeiter4;886;0;2;631;800;417;1254;2011;574;796;427;1490;362;1784;426;25;Nein
636;07.09.2020 14:00;65;83;Arbeiter4;1136;3;2;320;1848;1318;1385;876;575;1329;1292;964;187;1025;1406;26;Nein
637;07.09.2020 15:00;65;89;Arbeiter4;255;3;2;1454;248;1606;1332;1444;923;550;930;191;1861;1288;991;27;Nein
638;07.09.2020 16:00;63;91;Arbeiter6;748;1;2;1079;212;919;568;1714;262;1692;384;1394;1741;493;876;28;Nein
639;07.09.2020 17:00;75;77;Arbeiter6;174;0;1;1534;1130;1176;1876;377;278;1376;910;1904;1827;1200;1645;29;Ja
640;25.09.2020 10:00;69;74;Arbeiter4;249;1;1;907;426;642;1870;1725;1863;1273;334;336;1784;894;579;425;Ja
641;25.09.2020 11:00;72;72;Arbeiter4;1289;3;1;461;1343;822;173;1146;992;1243;465;1376;1303;1362;1346;1;Ja
642;25.09.2020 12:00;76;77;Arbeiter4;1687;2;2;1190;1398;1697;1338;1187;1275;549;1106;894;601;1850;1247;1;Ja
643;25.09.2020 13:00;74;75;Arbeiter4;1771;0;1;920;769;1201;515;1394;520;577;971;786;867;289;1396;1;Ja
644;25.09.2020 14:00;72;69;Arbeiter4;588;1;2;1639;617;1190;1605;602;1815;661;1774;1383;1644;1681;508;1;Ja
645;25.09.2020 15:00;68;74;Arbeiter4;1421;3;1;393;1876;435;2007;382;1011;698;577;1045;1789;1845;1762;1;Ja
646;25.09.2020 16:00;68;72;Arbeiter6;1137;3;2;321;799;1656;1397;1174;194;1532;1732;1465;1815;1630;1383;1;Ja
647;25.09.2020 17:00;68;73;Arbeiter6;802;1;1;1959;711;1461;486;1619;1510;1969;733;911;1618;1364;1545;1;Ja
648;25.09.2020 18:00;69;75;Arbeiter6;454;1;0;1621;773;360;375;844;924;1709;469;642;1678;300;1870;1;Ja
649;25.09.2020 19:00;63;84;Arbeiter6;988;3;0;1980;293;1859;994;932;522;735;585;938;604;991;180;1;Nein
650;25.09.2020 20:00;64;89;Arbeiter6;507;2;0;347;513;923;1553;1283;1563;1991;1468;859;1809;1360;1077;2;Nein
651;25.09.2020 21:00;66;83;Arbeiter6;353;1;0;1338;1307;919;513;1368;1528;592;1002;444;1669;307;209;3;Nein
652;25.09.2020 22:00;61;89;Arbeiter6;1069;0;2;1306;1153;1843;897;668;1187;1351;1962;985;1092;1749;350;4;Nein
653;25.09.2020 23:00;68;90;Arbeiter6;1561;2;0;1075;1344;902;590;581;755;776;700;546;420;333;1478;5;Nein
654;26.09.2020 00:00;65;82;Arbeiter7;1527;3;2;1576;1581;955;1840;558;1656;1316;1655;1821;737;1040;1425;6;Nein
655;26.09.2020 01:00;66;80;Arbeiter7;1799;1;2;1905;914;1790;499;182;760;678;1301;1381;261;362;1145;7;Nein
656;26.09.2020 02:00;63;90;Arbeiter7;577;0;1;1353;1295;1713;1841;1433;539;922;1862;1654;1975;229;705;8;Nein
657;26.09.2020 03:00;60;89;Arbeiter7;1406;2;1;1862;1939;1005;1631;1727;923;395;1183;730;1968;1080;615;9;Nein
658;26.09.2020 04:00;62;81;Arbeiter7;273;1;1;1619;436;1027;1433;725;1523;1597;609;909;1211;1538;783;10;Nein
659;26.09.2020 05:00;68;92;Arbeiter7;1297;1;2;1902;598;365;1171;1219;1062;1030;281;1771;1452;636;380;11;Nein
660;26.09.2020 06:00;60;80;Arbeiter7;1722;2;0;1874;521;1079;1130;1811;1783;1694;611;255;232;673;1924;12;Nein
661;26.09.2020 07:00;65;83;Arbeiter7;227;1;2;2011;1051;215;1236;1864;879;1008;984;1112;889;1630;1735;13;Nein
662;26.09.2020 08:00;64;86;Arbeiter2;268;2;2;1857;166;1860;305;1963;1002;654;614;1713;1941;1625;582;14;Nein
663;26.09.2020 09:00;66;84;Arbeiter2;1924;2;2;1897;506;1098;1598;711;292;1053;1110;1922;552;1648;1906;15;Nein
664;26.09.2020 10:00;67;80;Arbeiter2;208;3;0;1527;1237;1204;965;1339;949;1729;1277;1241;1516;1488;1359;16;Nein
665;26.09.2020 11:00;66;82;Arbeiter2;769;0;0;638;1549;589;2009;1320;1821;514;451;329;1103;1276;1356;17;Nein
666;26.09.2020 12:00;62;92;Arbeiter2;1819;0;2;1862;1979;1025;1077;956;1415;1856;1402;1951;1809;1273;429;18;Nein
667;26.09.2020 13:00;65;84;Arbeiter2;424;0;2;516;1285;756;475;1691;495;937;265;763;1305;770;990;19;Nein
668;26.09.2020 14:00;61;80;Arbeiter2;473;3;2;1027;1599;243;1004;1119;1933;613;935;383;1072;589;1790;20;Nein
669;26.09.2020 15:00;60;87;Arbeiter2;1306;1;1;377;1105;250;1817;316;1733;1515;1006;720;1042;385;1101;21;Nein
670;26.09.2020 16:00;62;86;Arbeiter8;288;3;1;545;1540;1203;1331;1607;1056;1500;554;1934;940;1732;1098;22;Nein
671;26.09.2020 17:00;61;87;Arbeiter8;269;0;1;1478;1377;1012;985;643;1548;615;1217;1921;160;945;822;23;Nein
672;26.09.2020 18:00;63;92;Arbeiter8;688;3;1;1982;1363;1305;447;1877;544;1224;212;1781;1301;661;1983;24;Nein
673;26.09.2020 19:00;68;81;Arbeiter8;1958;0;2;1649;562;730;1592;247;1342;1032;1885;1962;1750;1882;1024;25;Nein
674;26.09.2020 20:00;66;82;Arbeiter8;503;0;2;621;251;712;270;1122;1034;238;1367;796;1016;880;1732;26;Nein
675;26.09.2020 21:00;61;87;Arbeiter8;334;0;1;326;924;1279;555;689;1076;1836;1295;1957;1522;1688;1400;27;Nein
676;26.09.2020 22:00;61;85;Arbeiter8;1486;2;1;1081;666;1474;1299;807;1220;297;1896;1230;493;1665;1037;28;Nein
677;26.09.2020 23:00;66;86;Arbeiter8;1740;2;1;1361;1555;221;1675;681;1197;1825;1359;1139;1252;706;1397;29;Nein
678;27.09.2020 00:00;60;91;Arbeiter1;1549;2;1;894;262;1610;1144;1274;658;367;1107;909;1385;1698;1797;30;Nein
679;27.09.2020 01:00;60;90;Arbeiter1;974;2;2;629;1252;1406;1062;1546;933;1780;661;1837;1112;721;1450;31;Nein
680;27.09.2020 02:00;62;81;Arbeiter1;1932;0;2;552;1247;2010;276;391;475;1997;1739;1895;987;1743;1738;32;Nein
681;27.09.2020 03:00;61;87;Arbeiter1;1279;0;2;544;2009;816;1021;588;389;1299;1974;1440;1963;1085;1425;33;Nein
682;27.09.2020 04:00;67;83;Arbeiter1;486;2;2;197;415;914;393;828;216;723;1230;850;169;847;287;34;Nein
683;27.09.2020 05:00;66;92;Arbeiter1;1378;1;2;309;511;1966;1025;1309;1806;1140;1648;712;483;1416;1485;35;Nein
684;27.09.2020 06:00;61;90;Arbeiter1;1761;2;1;1374;291;1535;353;1713;1030;1986;1143;1573;1802;1934;634;36;Nein
685;27.09.2020 07:00;68;81;Arbeiter1;904;3;1;1680;898;968;1819;1030;770;389;1098;893;1475;1555;1536;37;Nein
686;27.09.2020 08:00;63;82;Arbeiter3;1425;1;1;987;1533;1390;1358;1042;816;1704;1333;1398;1612;327;1143;38;Nein
687;27.09.2020 09:00;67;85;Arbeiter3;681;3;2;433;1673;1725;553;604;1508;1561;1689;1361;1646;1049;1002;39;Nein
688;27.09.2020 10:00;65;88;Arbeiter3;1767;0;1;522;1421;256;214;531;464;1303;1336;646;1665;576;1168;40;Nein
689;27.09.2020 11:00;66;87;Arbeiter3;875;2;0;1061;1554;301;894;403;457;581;1587;2007;1392;1152;800;41;Nein
690;27.09.2020 12:00;63;81;Arbeiter3;431;2;0;619;290;1819;458;1039;1388;1271;1271;180;194;1733;1766;42;Nein
691;27.09.2020 13:00;63;85;Arbeiter3;1391;0;2;1338;507;272;426;1104;1460;1299;554;1213;939;1402;539;43;Nein
692;27.09.2020 14:00;60;84;Arbeiter3;483;0;1;576;1512;525;1810;189;1591;1619;183;835;480;1443;1347;44;Nein
693;27.09.2020 15:00;63;82;Arbeiter3;1189;1;2;1336;1335;1239;1375;586;191;682;1363;714;1271;1429;943;45;Nein
694;27.09.2020 16:00;60;83;Arbeiter5;884;2;0;344;1015;218;1144;1427;1039;495;1950;1049;497;1886;875;46;Nein
695;27.09.2020 17:00;65;80;Arbeiter5;1216;0;2;1386;554;834;1084;1242;316;1058;1646;1612;1675;844;287;47;Nein
696;27.09.2020 18:00;60;85;Arbeiter5;397;0;0;1189;432;1552;1337;241;245;1631;1565;950;482;296;527;48;Nein
697;27.09.2020 19:00;63;82;Arbeiter5;713;0;0;1325;523;1655;1793;533;206;1200;543;1030;402;1520;644;49;Nein
698;27.09.2020 20:00;62;87;Arbeiter5;855;1;0;702;1945;792;1265;968;346;937;1236;617;1284;1228;1003;50;Nein
699;27.09.2020 21:00;64;82;Arbeiter5;612;2;1;810;629;1791;261;1784;1711;363;706;474;1968;797;817;51;Nein
700;27.09.2020 22:00;63;92;Arbeiter5;727;1;1;1795;424;650;1937;1430;669;1645;1629;1097;751;389;933;52;Nein
701;27.09.2020 23:00;64;87;Arbeiter5;272;1;0;1106;1454;1691;1606;510;1023;1968;727;953;1465;901;816;53;Nein
702;28.09.2020 00:00;63;89;Arbeiter2;1507;1;0;1165;1364;1004;838;1330;1791;251;164;1733;1032;831;268;54;Nein
703;28.09.2020 01:00;66;86;Arbeiter2;1870;3;1;1992;778;244;1394;1423;494;1520;1885;1727;947;1913;1088;55;Nein
704;28.09.2020 02:00;61;86;Arbeiter2;350;1;2;1089;1727;1252;1703;994;1655;164;468;633;1122;714;798;56;Nein
705;28.09.2020 03:00;67;80;Arbeiter2;1632;1;1;1783;176;689;2002;1915;908;1133;329;848;896;1590;945;57;Nein
706;28.09.2020 04:00;68;86;Arbeiter2;1949;3;0;1159;1201;1341;556;1980;1845;351;598;181;1075;1675;1377;58;Nein
707;28.09.2020 05:00;65;91;Arbeiter2;1679;1;2;1502;1709;458;1757;531;1905;1711;1938;1393;1473;1644;1600;59;Nein
708;28.09.2020 06:00;64;80;Arbeiter2;496;2;2;806;997;1505;519;764;492;568;904;555;1892;443;688;60;Nein
709;28.09.2020 07:00;66;82;Arbeiter2;1985;2;1;1628;1017;1914;880;710;1968;653;1855;1428;328;186;952;61;Nein
710;28.09.2020 08:00;68;81;Arbeiter4;292;2;1;1573;558;808;1779;1531;655;644;1444;289;1012;1544;1151;62;Nein
711;28.09.2020 09:00;66;84;Arbeiter4;1317;2;2;810;1063;1770;1852;246;1088;1170;1305;1471;1064;923;969;63;Nein
712;28.09.2020 10:00;68;82;Arbeiter4;817;1;0;1558;1408;259;856;500;1022;198;554;747;192;832;817;64;Nein
713;28.09.2020 11:00;62;85;Arbeiter4;590;0;1;510;991;1994;1551;1461;1113;338;1746;1885;1548;961;1216;65;Nein
714;28.09.2020 12:00;67;92;Arbeiter4;469;0;0;965;345;899;1045;1441;1141;1591;1573;1822;1763;1198;1153;66;Nein
715;28.09.2020 13:00;60;92;Arbeiter4;670;2;0;435;909;751;446;415;604;1010;676;1960;861;1138;1835;67;Nein
716;28.09.2020 14:00;61;87;Arbeiter4;1220;0;1;398;1466;742;1186;1492;333;1065;370;1845;1219;1451;2004;68;Nein
717;28.09.2020 15:00;66;80;Arbeiter4;470;2;0;938;1428;1366;676;371;1155;789;949;774;1520;898;1416;69;Nein
718;28.09.2020 16:00;60;88;Arbeiter6;1040;0;2;1967;955;707;648;1919;1393;731;1422;1151;1774;190;723;70;Nein
719;28.09.2020 17:00;64;86;Arbeiter6;1566;3;1;1009;1885;1999;1679;836;969;1658;407;1114;922;193;269;71;Nein
720;28.09.2020 18:00;68;80;Arbeiter6;354;2;0;728;1520;928;463;594;855;1909;796;1345;1868;1283;443;72;Nein
721;28.09.2020 19:00;60;88;Arbeiter6;752;0;2;1571;1872;1866;586;1478;424;304;846;1904;771;762;543;73;Nein
722;28.09.2020 20:00;62;83;Arbeiter6;1321;2;2;762;1992;709;1399;1566;426;599;1382;1772;1565;1339;849;74;Nein
723;28.09.2020 21:00;64;92;Arbeiter6;813;2;1;1864;1413;1616;1903;1892;1891;1146;698;1947;1879;471;429;75;Nein
724;28.09.2020 22:00;61;84;Arbeiter6;1018;2;1;1735;301;831;1257;341;1047;187;1141;300;737;1183;1669;76;Nein
725;28.09.2020 23:00;61;81;Arbeiter6;847;2;0;1963;1172;1355;358;1845;197;1768;923;1651;1458;310;1384;77;Nein
726;29.09.2020 00:00;63;80;Arbeiter7;1523;2;0;209;223;1240;885;1436;1988;1289;1345;767;1694;1993;500;78;Nein
727;29.09.2020 01:00;62;85;Arbeiter7;776;3;1;222;1127;219;395;569;707;306;858;1598;1482;534;1488;79;Nein
728;29.09.2020 02:00;61;82;Arbeiter7;454;2;1;1745;1697;1474;1128;740;1027;1737;758;1427;1569;1461;193;80;Nein
729;29.09.2020 03:00;67;84;Arbeiter7;334;0;2;1701;1276;575;861;1790;345;1860;621;571;600;1694;244;81;Nein
730;29.09.2020 04:00;61;81;Arbeiter7;454;2;2;2008;1652;265;755;640;1971;1826;656;803;1550;1356;1187;82;Nein
731;29.09.2020 05:00;68;86;Arbeiter7;1964;0;0;1993;300;970;1335;1792;785;1447;1979;331;717;186;634;83;Nein
732;29.09.2020 06:00;62;80;Arbeiter7;1982;3;1;1312;1273;163;824;675;1921;580;1457;1665;1908;873;325;84;Nein
733;29.09.2020 07:00;63;87;Arbeiter7;1117;0;1;1232;1117;746;1055;1296;387;1160;165;318;336;925;1800;85;Nein
734;29.09.2020 08:00;63;91;Arbeiter2;1804;0;0;1137;1156;1150;1722;499;964;1905;660;450;1020;1394;248;86;Nein
735;29.09.2020 09:00;66;90;Arbeiter2;681;1;1;1341;1078;1913;1232;1946;267;1702;1585;480;1252;957;1117;87;Nein
736;29.09.2020 10:00;61;92;Arbeiter2;1011;0;0;1369;290;334;1017;1232;302;915;929;1555;1571;1667;440;88;Nein
737;29.09.2020 11:00;65;85;Arbeiter2;572;1;1;1635;1255;1002;1378;604;2005;1313;720;1589;427;867;578;89;Nein
738;29.09.2020 12:00;60;89;Arbeiter2;1462;3;1;1637;164;578;211;1914;589;1871;1634;184;303;1689;176;90;Nein
739;29.09.2020 13:00;62;88;Arbeiter2;1811;1;2;1853;1603;205;1192;191;1189;490;1720;204;1493;376;1723;91;Nein
740;29.09.2020 14:00;60;90;Arbeiter2;339;3;0;224;1347;1882;1330;1301;258;663;617;1818;1694;1616;1003;92;Nein
741;29.09.2020 15:00;60;87;Arbeiter2;1341;1;0;1839;1780;882;2011;853;1921;1500;304;599;1143;1297;387;93;Nein
742;29.09.2020 16:00;60;91;Arbeiter8;1049;0;0;1345;872;858;1759;1525;735;1029;1650;362;1426;1281;157;94;Nein
743;29.09.2020 17:00;66;80;Arbeiter8;791;0;1;771;1913;636;1384;711;1128;1531;881;1920;258;730;524;95;Nein
744;29.09.2020 18:00;62;82;Arbeiter8;1691;0;0;969;815;1416;1569;639;908;1212;1964;1460;1816;1345;1570;96;Nein
745;29.09.2020 19:00;65;91;Arbeiter8;160;3;1;1506;887;547;1838;1916;1969;1639;1433;1563;1919;1067;896;97;Nein
746;29.09.2020 20:00;67;82;Arbeiter8;1135;2;0;910;469;1018;620;409;750;733;1718;942;798;747;805;98;Nein
747;29.09.2020 21:00;67;89;Arbeiter8;347;3;2;1250;645;1643;329;382;1806;1907;578;1907;334;1474;1510;99;Nein
748;29.09.2020 22:00;60;81;Arbeiter8;1510;3;2;1254;1279;1041;530;660;478;381;1905;237;1984;752;1016;100;Nein
749;29.09.2020 23:00;66;87;Arbeiter8;1605;1;1;1578;1861;1064;2000;1653;1717;650;979;180;1106;1584;1366;101;Nein
750;30.09.2020 00:00;60;84;Arbeiter1;1340;1;0;1059;569;946;156;366;903;1720;1491;1558;830;1210;860;102;Nein
751;30.09.2020 01:00;64;82;Arbeiter1;624;2;2;697;1414;631;1402;1152;940;1551;1147;1913;279;915;1049;103;Nein
752;30.09.2020 02:00;63;87;Arbeiter1;1607;3;1;1320;1676;1697;414;1070;676;1030;237;967;524;1938;240;104;Nein
753;30.09.2020 03:00;62;87;Arbeiter1;1443;3;0;406;1267;467;1651;487;1723;1016;1375;1241;1437;1382;220;105;Nein
754;30.09.2020 04:00;68;91;Arbeiter1;702;0;0;1501;1267;1547;596;733;219;1438;431;1426;1467;1174;1819;106;Nein
755;30.09.2020 05:00;62;83;Arbeiter1;530;3;0;254;1480;875;274;1523;1535;1226;345;488;630;973;1263;107;Nein
756;30.09.2020 06:00;61;83;Arbeiter1;1364;3;1;1609;498;478;647;490;1848;1375;1069;1991;1829;1312;1675;108;Nein
757;30.09.2020 07:00;66;80;Arbeiter1;1705;2;1;489;888;1237;1931;343;483;564;1376;1351;1456;680;846;109;Nein
758;30.09.2020 08:00;61;81;Arbeiter3;886;0;1;1596;978;1942;580;220;762;1134;1987;854;360;1846;1981;110;Nein
759;30.09.2020 09:00;67;83;Arbeiter3;1780;3;2;268;1176;1010;1763;806;1719;326;973;1011;1737;1568;1554;111;Nein
760;30.09.2020 10:00;67;90;Arbeiter3;1921;0;2;1440;2002;1433;1569;1263;1290;973;548;642;161;796;647;112;Nein
761;30.09.2020 11:00;67;82;Arbeiter3;619;3;2;1216;1326;860;1882;1594;1806;1127;1192;1793;1270;464;1911;113;Nein
762;30.09.2020 12:00;67;81;Arbeiter3;460;0;0;1803;831;430;601;1658;460;516;717;432;360;1628;736;114;Nein
763;30.09.2020 13:00;67;88;Arbeiter3;1352;0;2;1737;220;782;608;286;1002;1627;885;355;977;1178;242;115;Nein
764;30.09.2020 14:00;64;88;Arbeiter3;657;0;1;481;1260;1877;782;1595;523;1281;1850;389;324;1222;1423;116;Nein
765;30.09.2020 15:00;63;88;Arbeiter3;754;2;2;465;330;598;503;333;1935;1623;982;1618;658;789;759;117;Nein
766;30.09.2020 16:00;68;84;Arbeiter5;1419;0;2;1248;446;1548;1431;1171;1123;1166;192;733;741;1451;608;118;Nein
767;30.09.2020 17:00;62;90;Arbeiter5;1269;2;1;812;574;364;626;1022;1853;454;1367;1487;1104;1173;1946;119;Nein
768;30.09.2020 18:00;64;89;Arbeiter5;1466;2;2;1201;1489;695;173;1874;1254;1622;1922;633;1788;866;1933;120;Nein
769;30.09.2020 19:00;66;86;Arbeiter5;1098;0;2;831;1717;312;1834;578;498;357;1028;1432;996;1325;1715;121;Nein
770;30.09.2020 20:00;64;83;Arbeiter5;1849;3;1;997;957;376;1168;1640;1014;840;1143;617;1096;1508;693;122;Nein
771;30.09.2020 21:00;66;90;Arbeiter5;1160;3;0;741;167;1765;1613;1958;1190;1086;304;1521;1842;881;1842;123;Nein
772;30.09.2020 22:00;64;81;Arbeiter5;391;1;2;1554;602;1871;1770;1398;1340;914;1156;2001;1238;1264;935;124;Nein
773;30.09.2020 23:00;62;85;Arbeiter5;1189;0;0;221;1017;648;1102;1347;1910;1545;977;892;1484;1620;1700;125;Nein
774;01.10.2020 00:00;61;90;Arbeiter2;820;0;2;1199;880;1489;757;572;1674;1582;605;1742;1298;1735;1778;126;Nein
775;01.10.2020 01:00;62;87;Arbeiter2;196;2;0;201;1603;836;981;925;653;462;1208;679;758;902;1718;127;Nein
776;01.10.2020 02:00;61;81;Arbeiter2;1807;3;0;273;1338;706;993;1096;1524;593;832;665;584;1925;490;128;Nein
777;01.10.2020 03:00;63;84;Arbeiter2;2010;3;0;208;1845;797;1228;1436;1986;469;1733;1521;816;1323;1206;129;Nein
778;01.10.2020 04:00;63;89;Arbeiter2;321;1;2;1295;1554;185;1173;1511;863;1788;1274;1087;1874;1922;1571;130;Nein
779;01.10.2020 05:00;60;92;Arbeiter2;326;0;0;1782;765;661;834;326;1759;735;766;1995;620;381;800;131;Nein
780;01.10.2020 06:00;60;81;Arbeiter2;1475;2;0;384;822;1548;1713;705;1888;1931;505;1075;2011;1845;1180;132;Nein
781;01.10.2020 07:00;65;91;Arbeiter2;1183;0;2;1878;523;752;761;260;1134;271;995;396;439;718;1697;133;Nein
782;01.10.2020 08:00;63;85;Arbeiter4;1816;3;1;240;942;1357;584;1748;273;1599;409;337;1663;182;1803;134;Nein
783;01.10.2020 09:00;62;89;Arbeiter4;1524;1;2;1184;234;649;1956;483;1162;969;766;460;1393;243;1501;135;Nein
784;01.10.2020 10:00;61;81;Arbeiter4;1071;0;1;702;1953;917;180;1454;843;1685;178;702;1021;1384;883;136;Nein
785;01.10.2020 11:00;64;85;Arbeiter4;1929;2;1;1701;1866;1096;728;1758;1583;389;1240;1558;1700;1577;1752;137;Nein
786;01.10.2020 12:00;63;91;Arbeiter4;1328;1;1;1833;1077;564;868;405;187;1460;1942;1537;939;1758;1763;138;Nein
787;01.10.2020 13:00;68;82;Arbeiter4;1909;1;1;1854;167;1570;825;1645;1575;1145;1629;501;388;384;635;139;Nein
788;01.10.2020 14:00;65;90;Arbeiter4;506;0;0;988;208;1932;1476;1657;621;990;544;1436;419;986;1225;140;Nein
789;01.10.2020 15:00;64;86;Arbeiter4;739;3;2;1147;1287;321;1317;629;346;385;1750;1195;1634;1387;1125;141;Nein
790;01.10.2020 16:00;63;91;Arbeiter6;1666;2;2;1002;1227;440;1577;1488;877;1235;849;280;667;1158;1074;142;Nein
791;01.10.2020 17:00;64;82;Arbeiter6;1564;2;1;1561;1060;1705;987;421;1044;1330;1103;1934;488;187;162;143;Nein
792;01.10.2020 18:00;67;91;Arbeiter6;358;1;1;1118;1972;763;443;724;156;415;1947;789;1304;1883;653;144;Nein
793;01.10.2020 19:00;66;80;Arbeiter6;1763;2;1;1674;2000;184;217;1411;1446;1201;1036;431;859;252;532;145;Nein
794;01.10.2020 20:00;66;86;Arbeiter6;1343;0;0;1962;777;666;1667;1546;719;1361;810;340;1260;1278;1211;146;Nein
795;01.10.2020 21:00;68;83;Arbeiter6;566;3;0;1255;222;440;428;492;531;708;1428;1961;1461;364;1664;147;Nein
796;01.10.2020 22:00;61;85;Arbeiter6;1009;0;0;1031;911;727;331;1578;1920;1542;1513;272;781;1262;1781;148;Nein
797;01.10.2020 23:00;66;90;Arbeiter6;1785;1;0;758;1950;1758;968;1283;197;1314;1250;1751;202;1876;1373;149;Nein
798;02.10.2020 00:00;60;83;Arbeiter7;359;0;1;1910;1269;1549;423;440;1143;443;1031;1584;1454;496;813;150;Nein
799;02.10.2020 01:00;63;80;Arbeiter7;446;0;1;1688;1915;889;1750;1489;277;1496;945;226;214;905;744;151;Nein
800;02.10.2020 02:00;63;90;Arbeiter7;1606;1;0;1495;1275;1809;1154;216;623;1853;390;506;1594;1180;230;152;Nein
801;02.10.2020 03:00;64;81;Arbeiter7;1435;3;0;1800;486;661;2002;1889;316;570;185;744;730;1222;946;153;Nein
802;02.10.2020 04:00;66;87;Arbeiter7;1522;1;2;1171;1419;1367;705;735;1702;1480;1760;756;608;1376;360;154;Nein
803;02.10.2020 05:00;65;92;Arbeiter7;986;3;2;336;1094;1108;186;1641;1088;274;977;561;1002;873;1759;155;Nein
804;02.10.2020 06:00;67;88;Arbeiter7;1146;1;1;1627;1258;665;1611;1445;1657;1774;576;371;1854;1370;435;156;Nein
805;02.10.2020 07:00;64;89;Arbeiter7;1704;2;2;1673;1663;1263;441;876;1207;709;976;603;735;669;691;157;Nein
806;02.10.2020 08:00;61;89;Arbeiter2;1609;0;2;853;880;632;962;202;1123;1995;1865;1658;1368;1324;1212;158;Nein
807;02.10.2020 09:00;60;84;Arbeiter2;473;2;1;1175;1584;394;1586;975;2001;1476;522;1388;411;1310;363;159;Nein
808;02.10.2020 10:00;61;82;Arbeiter2;1151;0;2;569;1154;980;561;959;161;1972;1312;1245;352;914;337;160;Nein
809;02.10.2020 11:00;67;85;Arbeiter2;1165;0;1;761;571;1458;763;1770;449;1858;426;291;614;266;1599;161;Nein
